frame,timestamp,pitch,yaw,roll,confidence
0,0.0,18.405319370738773,7.500254630721148,-1.4795587134899235,0.8270961425516469
1,0.016658536585365855,21.99515226138597,4.826817242960689,-1.1250246418627536,0.9371563873040512
2,0.03331707317073171,17.735693035316203,3.0868853823490325,-2.071582868769529,0.9443307923861953
3,0.049975609756097564,21.437156351596478,-1.2940942642786284,-1.1919967384730756,0.9387954243901868
4,0.06663414634146342,-13.40953081957479,-0.35843816803535994,11.482075982094338,0.9146961228383965
5,0.08329268292682927,-8.473126264847902,-10.953048365244907,22.717729789101387,0.8199919935673444
6,0.09995121951219513,13.557791016495171,-10.563187643616166,9.848026314974476,0.8302240776540734
7,0.11660975609756098,6.440352881845688,-8.2633129850631,3.6597800821822135,0.9535164960105744
8,0.13326829268292684,-11.263943485991597,-2.7477263823931635,12.60708795075044,0.8410157548651293
9,0.14992682926829268,-11.555614219871588,-4.776644824012207,9.356914260274179,0.8102803737182304
10,0.16658536585365855,-23.225523895955668,0.979410503548797,23.30717647576925,0.9584149600126106
11,0.1832439024390244,-0.4928801065683661,1.569605178182464,-12.2972532401044,0.9001795802740159
12,0.19990243902439025,-8.64783504613064,-13.779946754339075,16.048128825348208,0.7175298679289557
13,0.2165609756097561,11.916902164670985,-9.655909130459614,7.748068362088608,0.8803824012940417
14,0.23321951219512196,2.5901433546390464,7.940715946101554,-5.547736391224648,0.711532017808489
15,0.2498780487804878,6.596696531142261,-4.4882790420779815,-21.675296647449976,0.7970135138678087
16,0.2665365853658537,18.64741165563682,12.364580318274365,14.330689794333185,0.7396585803073316
17,0.28319512195121954,13.96823098815735,-7.874285997027693,15.972782641744782,0.7987065814098339
18,0.29985365853658535,5.651533741883878,15.051695996489142,-14.987160898535034,0.9931454337340269
19,0.3165121951219512,-14.053841872842048,-12.307576541898761,-13.55812980972416,0.968667965075815
20,0.3331707317073171,2.3231382829174185,-12.885544074916142,-20.210794635671977,0.7948937269547978
21,0.34982926829268296,9.426955219813653,11.317999021306239,2.936998645686865,0.9310944527139818
22,0.3664878048780488,1.5106128115191708,-2.3173985880463652,15.28494080761056,0.8713767017647616
23,0.38314634146341464,-7.275743877019829,-5.10863843662988,8.415346774493097,0.7599470095630475
24,0.3998048780487805,-9.237225428560912,5.734333007171906,9.288174551385103,0.7146435251729849
25,0.4164634146341464,-22.304228566681736,-14.74962283038323,9.539516828598034,0.7369442319606301
26,0.4331219512195122,-3.649080678748843,0.6310938127753598,2.4832065581351697,0.8630519574088018
27,0.44978048780487806,-8.116276263695106,5.152195956738822,-17.983945889291697,0.7041522543104765
28,0.46643902439024393,2.7334391658121144,-16.630193541561503,-18.437403312254048,0.8814437011327123
29,0.4830975609756098,9.514906465940394,-2.092587186313346,-10.016780534003717,0.7999677184365498
30,0.4997560975609756,-16.28947477412176,19.71606298349386,13.372490216076836,0.7877260858092763
31,0.5164146341463415,14.883011398455315,13.098171878093293,18.20264087898152,0.8776352744727746
32,0.5330731707317073,18.428811132246878,-2.5884369257423603,-3.849845845925892,0.7674650378899583
33,0.5497317073170732,-0.7284699030613924,9.696941728841038,-16.432685845650223,0.8373542726369575
34,0.5663902439024391,-21.1545351642088,-14.184486035351522,4.8109187669300155,0.9774614191745145
35,0.5830487804878048,7.776707048003099,3.719633273761098,-15.292206571142643,0.985801688596496
36,0.5997073170731707,-8.834960548788912,-2.7066655584676047,8.783603905121195,0.8221269424540529
37,0.6163658536585366,-18.659476127332784,1.7780409371467356,-5.445903174851321,0.7968142430027507
38,0.6330243902439024,14.799796942508628,2.1974699833459734,-12.98551881484147,0.7665731994171977
39,0.6496829268292683,-2.169928052921402,-7.380741584629934,13.00376813677988,0.7811952186861997
40,0.6663414634146342,8.136946870060566,16.81964427763733,12.628533137963721,0.8732203895745788
41,0.683,-2.650720687307744,-6.582703529998094,11.447151537426397,0.9315252665926803
42,0.6996585365853659,3.3476169087064513,4.206123504384951,1.461855943870497,0.9126248080682863
43,0.7163170731707317,7.763655518636175,-9.759817586616956,8.85657585689263,0.7822133400949053
44,0.7329756097560975,2.47815258928355,1.0552253123534192,9.24844065280535,0.8173665869632478
45,0.7496341463414634,-4.626488544927877,3.3114473704624032,2.031796358841662,0.8817940702059711
46,0.7662926829268293,2.2674793350215796,11.064082291038718,-15.853846192491538,0.8808244020171926
47,0.7829512195121952,18.831558778449345,21.06668999880702,-5.916385561380797,0.9525370578056025
48,0.799609756097561,15.629477469073407,5.959535636083276,18.119391158347632,0.7685608095147749
49,0.8162682926829269,14.8196879235546,2.5061692493553176,-11.244922878276476,0.819807211849784
50,0.8329268292682928,12.396773724564301,-12.088527909072441,11.430021545073703,0.8577153948277662
51,0.8495853658536585,21.256902121451606,2.9892350225710853,-13.901896716239929,0.9740636168196928
52,0.8662439024390244,12.97820721793431,-7.83232019478422,2.7448089917716976,0.7102351121161485
53,0.8829024390243903,0.20006651603898318,-6.212968464589684,5.74296112664177,0.7619268406778221
54,0.8995609756097561,-12.903018188712924,0.10619039210315018,-4.573789576171883,0.8450593217748094
55,0.916219512195122,-6.955204386564552,0.7367711440358209,17.31046563259518,0.7163620985471365
56,0.9328780487804879,-3.619884138254293,10.51473260779083,16.595141284332108,0.874672993271899
57,0.9495365853658537,-16.108032190245456,-0.5388422042873202,-7.2659030307498345,0.8286692467221431
58,0.9661951219512196,9.022077944149128,-2.611165277411373,5.731429088642831,0.9574093418771531
59,0.9828536585365854,12.479571394041443,-15.464424534722845,13.26255608023984,0.9485984023238304
60,0.9995121951219512,3.31875385209526,8.562190959102967,-0.6315973979383043,0.8068843727652195
61,1.0161707317073172,-5.625630823190775,1.623282437735348,19.35226959251447,0.8885963507645885
62,1.032829268292683,14.931020380346235,5.343285297771647,-7.388039262087479,0.8641268790917109
63,1.0494878048780487,7.383182121291864,3.815684734622157,-20.827345638718423,0.791893042086071
64,1.0661463414634147,-2.1692259914730925,-11.03660728292473,14.69240949510352,0.8374336958699587
65,1.0828048780487805,-1.4220296640788344,14.73969145566963,20.451641807504537,0.877507775687082
66,1.0994634146341464,-10.494931585510738,21.3416863397634,26.01445256945805,0.897958275551615
67,1.1161219512195122,-10.494931585510738,21.3416863397634,26.01445256945805,0.7208527066413264
68,1.1327804878048782,-10.494931585510738,21.3416863397634,26.01445256945805,0.7601304743209645
69,1.149439024390244,-10.494931585510738,21.3416863397634,26.01445256945805,0.7981302833727828
70,1.1660975609756097,4.861253239053258,-4.841640362525871,13.365574586386176,0.8045475740471951
71,1.1827560975609757,0.6875345579552556,7.528046993921675,22.22614264545718,0.7059148464765397
72,1.1994146341463414,-15.049468897447811,-0.6619740314122544,-10.723978245229926,0.9489701756611352
73,1.2160731707317074,-20.87785404384435,9.223948216305724,-3.328785162116838,0.7032346145982968
74,1.2327317073170732,10.143191260190934,6.431032118207611,4.293238498897909,0.78960708625593
75,1.2493902439024391,-1.3016074281322134,10.871051445461939,9.564462516676333,0.81794547285488
76,1.266048780487805,-7.868648299351507,-16.11727837702849,14.65281803337653,0.9253925919084321
77,1.2827073170731709,-3.3949581294614593,-16.06418195069984,11.340859840330449,0.7323185400210558
78,1.2993658536585366,6.555511083467259,5.139436206507861,-7.884291918029816,0.7395769458325305
79,1.3160243902439024,-2.212874261159426,5.657059157091118,12.06409006660139,0.9958946881555273
80,1.3326829268292684,13.71911844497035,-14.870377635258553,24.138382345160867,0.8834474324854178
81,1.3493414634146341,-16.281243590450362,-5.833103873852935,14.336079176861807,0.7136168883455297
82,1.366,14.342756827635842,-11.945531356879865,18.184895837541543,0.7102561222333228
83,1.3826585365853659,-12.18729243476699,-18.139173504868836,-2.3908934891245153,0.9747844551023881
84,1.3993170731707318,-3.729830097471053,4.646221202343355,-13.089709966739202,0.8763921764435627
85,1.4159756097560976,18.087258724676264,-3.10436907596164,-1.3356229568589124,0.8384074182135296
86,1.4326341463414634,18.02806249993362,-1.2964187713718083,1.2716344097929209,0.8923813241233138
87,1.4492926829268293,3.343362271036858,-1.9623592551689608,-8.613982387622041,0.7073914168424016
88,1.465951219512195,6.202091629320342,-2.6395624510383087,13.253029849769888,0.9412499126946088
89,1.482609756097561,9.26035937989582,5.739841644478661,-7.615776282868875,0.8868298238974249
90,1.4992682926829268,-9.770062477496696,22.41691985488795,-15.627607909548612,0.7322347342286213
91,1.5159268292682928,-5.059139062850492,12.600938568240675,-23.3120862095896,0.7192001183956725
92,1.5325853658536586,14.67448880969151,-6.459875053205341,3.7332867923694755,0.7031017410892143
93,1.5492439024390243,24.01579395205527,9.133333291938394,1.148471083780814,0.7566514505466599
94,1.5659024390243903,-1.2625869875778024,-8.90755498534139,0.620865216743261,0.9055618042787226
95,1.582560975609756,-8.635769833439099,14.223608374307652,15.607716724005925,0.8524957894822048
96,1.599219512195122,-3.935596984439761,-13.643192569719668,-5.858933062742928,0.7723078661909639
97,1.6158780487804878,-22.019246297076446,-20.49739781987194,17.089443076880407,0.9450649402138722
98,1.6325365853658538,13.653130132871949,-4.894337778468509,15.283510968221146,0.9778505952352321
99,1.6491951219512195,-2.988402755431408,-4.786409625543485,23.171119951051796,0.7377336004766466
100,1.6658536585365855,-8.271858070551051,-1.965272302116502,17.84404886534942,0.8517785191978177
101,1.6825121951219513,16.502416349086943,-6.4059107737587375,4.543923582066864,0.8764372503089777
102,1.699170731707317,6.661313048348383,-13.123568552202538,0.22948618803672916,0.7340555422266847
103,1.715829268292683,-13.649260417958642,13.156070230789453,-8.481661479629913,0.8191145053725962
104,1.7324878048780488,4.290859360641125,21.71979970514419,3.3646775253692525,0.75130641399593
105,1.7491463414634147,18.736236068314863,21.453458439100842,-8.04498113565316,0.714722595976025
106,1.7658048780487805,-7.021189830323957,7.415155265632181,-3.5207353502259924,0.7264169367046082
107,1.7824634146341465,0.25386222355729826,-6.776865802590558,15.491493789921238,0.952722308554766
108,1.7991219512195122,-12.117012700172026,-0.8739471417191766,13.002421006771261,0.9786453941372633
109,1.815780487804878,16.11753371919023,12.899636293409145,14.900829424413681,0.9000840555323915
110,1.832439024390244,2.54590929807808,-11.275377741110223,14.466893362814293,0.8811497712240686
111,1.8490975609756097,-6.207107073062379,17.05814410751889,-6.6079895291037785,0.7604899183501163
112,1.8657560975609757,-10.126114066784245,-7.706453384014429,-12.650810813273731,0.826227414453381
113,1.8824146341463415,9.564250694858062,7.053155774320164,-5.99272139095761,0.890268823631743
114,1.8990731707317074,4.230894236346403,-14.87021682867724,-13.67485996139162,0.9353733202411391
115,1.9157317073170732,-16.535665870533226,-9.386842809172906,8.33666189096007,0.7125305643986435
116,1.9323902439024392,-19.740780876591735,4.977597764164209,-12.442571956450369,0.7399840386652364
117,1.949048780487805,-19.54364077336583,12.507020146197416,13.64354991515481,0.7109810835203898
118,1.9657073170731707,-26.29863347229646,13.104049575044087,-9.143100309044664,0.7972336970210622
119,1.9823658536585367,-2.087021560239,-8.188204196030794,-21.793884418320093,0.818738635886107
120,1.9990243902439024,-9.513217675577929,7.310868449627044,-14.968257339961891,0.9109213956454555
121,2.0156829268292684,-21.95845918301065,-2.103007473245568,2.8895395877956176,0.8379934603389722
122,2.0323414634146344,-5.969390411126229,-16.40028752820354,5.544117851400315,0.9081484596747411
123,2.049,-5.89555484938027,-18.68365937198636,-11.123348005990385,0.8605309934722296
124,2.065658536585366,14.393976740041243,1.5428252197896324,-21.87742736798994,0.7342854350796496
125,2.082317073170732,-13.609763554130954,-7.179174983770052,-4.535349009218335,0.7555007871472712
126,2.0989756097560974,14.758350579385166,9.281183645555634,-9.950412817117519,0.8391072476823475
127,2.1156341463414634,15.595631429726401,11.123345847975722,-2.5041816269682737,0.7074367834470262
128,2.1322926829268294,-0.4524599947632968,11.756260465201738,11.512041914303655,0.7114376140813835
129,2.1489512195121954,16.56380164930127,-14.246400450995784,-16.465546375073686,0.8228788402233859
130,2.165609756097561,-4.686364990962638,-15.910946533350344,7.079937031761685,0.8972724147753333
